keilmuan,abstrak
1,In 2015 Lecturer Activity Information System (SIKSEN) Department of Computer Science Unila experiencing data attacks (hack) which resulted in data lecturer activities can not appear in the information system. Attacking the data that occurred is one result of the lack of data security in Information Systems Computer Science Department. One way to secure data is to use cryptographic techniques. Cryptography is the way it does by encoding the original message into an elusive random message. In cryptography there are two main processes namely encryption and decryption. Encryption represents converting the original message into a password message while decryption is the process of returning the password message to the original message. The method used is Rivest Code 4 (RC4) because this method is one of the methods that the encoding result (ciphertext) has the same character length as the original message (plaintext). This method consists of three main stages: KSA (Key Scheduling Algorithm) PRGA (Pseudo Random Generation Algorithm) and XOR process. The data used in this study is the data of Unila Computer Science students amounting to 970 student data consisting of 25 columns of data. Testing is done by testing whether the number of original message characters is the same as the password and how much data is successfully encrypted and decrypted. The test results obtained that 970 data successfully encrypted and 970 data successfully decrypted with the same number of characters between the original message and password.
11,PT. PLN (Persero) or PT. Electricity Company of State is one of company in BUMN (State-owned enterprise) which is in charge in electricity sector in Indonesia state. Assesment employees performance in every company very impotant where can achive goals in organization by every employees example working targets. Nowadays PLTD Tarahan need information system of assessment employees that can help in the assessment process with suitable methods but not changed assessment criteria or assessment process have been implied. Assesment employees criteria in this research use 360 degrees and calculating assessment value use Simple Additive Weighting (SAW) method with 3 criteria such as absenteeism work realization and character (assessment of co-workers). In this system built using Programming Hypertext Prepocesor (PHP) language based web. The research result system used Black Box doing by 2 staff in PTLD/G Tarahan resolved what user needed. Calculation testing has been done using system and manual can get the same result. Based on questionnaire testing by admin leader and each member get incoming results at intervals 80% - 100 % with very good category.
11,Collage student who has finished his study and registered as alumni need job vacancy information in accordance with their education majors and Grade Point Avarage (GPA). University that support the career development of graduates needs an information system that can convey job information to alumni. Information of vacancy job available in information system of the university gives the information that can be accessed by everyone not give the information directly to the alumni. This makes available job vacancy information not quickly known to alumni who need job vacancy information. Information System for University of Lampung's alumni is developed using PHP programming language and GAMMU as SMS Gateway application service. This system can only be used by admin that insert the data of alumni and information of job vacancy will be sent directly to the alumni by SMS media. Before the information was sent system will first filter the study course and GPA of alumni. The Alumni can also register and stop to receive job vacancy information via SMS with a specific format to the contact number used on this system. Development of this vacancy information system is so that alumni get latest vacancy information according to educational targets majors and alumni's GPA.
5,There are six religions in Indonesia one of them is Buddha. Every religions have their own religious days including Buddha. To see the religious days a Buddhist uses the combination of both Solar Calendar and  Lunisolar / Chinese Calendar. There are not many people can memorize all religious days. They will save the file contain the list of religious days in computer flash disk or a printout file. In this research the researcher will develop an android  calendar application that not only can convert Chinese Calendar into Solar Calendar but also show the religious days on that day and the religious days in a year. In this application SQLite database will be used to record all the religious days.
6,Source of Islamic law is the major reference or foundation in Islamic law decision making. There are 3 sources of Islamic law Al-Quran Hadith and Ijtihad. The rise of information technology development is expected to result an optimal outcome in data search as the information search pertaining to hadith can be more effective and easier to be applied in daily life. In the existing hadith search system there's merely one hadith book and the search result itself is not in chronological order. The hadith search system was done by the author is the development in hadith information search optimization with calculation in every word's input with quality value of 3 for every 3 words being input for 2 words and 1 for a word. After obtaining the development of word search with one until three shown similar words accordance with the keywords users have input beforehand. With the sequence of search result from and lastly one word. The examination is done with Blackbox testing and questionnaire examination. In blackbox testing it is proven that the system is valid enough functionally. From questionnaire examination specifically statement examination resulted to index value at  pointing that the respondents are agree to the given statements. From comparison examination it is acquired that 190 respondents select the  recent system showing that the recent system has done good optimization.
5,Islamic religious education is very important for human life especially in achieving inner peace and mental health in general Islam is the best life guidance prevention of wrongdoing the most powerful unmatched moral control. This system aims as an alternative media to facilitate children and teachers and parents who want to get information about Islamic learning materials for early childhood and elementary school children. In this research E-Learning application for Islamic learning built based on android using Java programming language. The method used in this application is the Waterfall method and is designed using Unified Modeling Language (UML). This application contains data of Islamic learning materials for children ages years that can facilitate the user to understand and know the learning of Islam. The results of test data using Equivalence Partitioning testing shows that the management rules (rule) system can run according to function and the system can provide information well. In addition based on testing data this application is the application of User Friendly variable category with an average value of (very good).
11,Metro City is one of the second largest cities in Lampung Province. The city has several tourist spots that can be visited by tourists but not all places in Metro city is known by tourists because less information to introduction of tourist attractions. Rapid technological developments is the human need for information on where the object of tourism demanded the availability of appropriate information systems therefore geographic information systems based on Android mobile was developed. Agency Of Weekly Sports And Tourism (Tourism Sector) in Metro City can also promote the potential of the region. Geographic information system of tourist attraction based Android mobile is one of the important things that every city needs to have that with the application can improve the image of easy access to information. System development method in this research using XP (Extreme Programming). In this application the user can see the map of the spread on attractions place in Metro city and can see information about each place a tourist attraction equipped with travel routes. Application testing technique using Black-Box Testing method is Equivalance Partitioning. The results of research data using a user questionnaire can be concluded that the application get a percentage value of 89.06% belonging to the category very well.
5,PKM (Student Creativity Program) is a program of Directorate of Research to improve the quality of students. PKM at the University of Lampung already exists and the participants continue to increase for each year. Information related to the implementation of PKM at the University of Lampung has also been submitted by the BAK (Bureau of Academic and Student Affairs) University of Lampung through the website but according to the BAK that students are less active in visiting the website. Applications that can provide reminders related to PKM information can help students to obtain PKM information. PKM application that can provide this reminder is developed using FCM (Firebase Cloude Messaging) and sms gateway. FCM serves to provide android notifications. PKM application is also developed using RUP (Rational Unified Process) with 4 phases of inception elaboration construction and Transition. Inception is business modeling and requirement then in elaboration phase is analysis design and implementation. The processes performed in the construction phase are testing analysis design and implementation while the process in the transition phase is testing and deployment. Tests conducted in this study using black box testing with a success rate of 88%.
5,Application Programming Interface (API) is an interface built by system developer so some or entire functions of the system can programatically be accessed. Representational State Transfer (REST) is one of API development architectural style that uses Hypertext Transfer Protocol (HTTP) for data communication. This research implemented REST in developing API as the back-end of the skincare clinic patient information system. API was developed using Javascript Object Notation (JSON) as the standard format for data communication and JSON Web Token (JWT) as user authentication code. This research indicates that the development of API successfully performed on the patient administration of skin care clinic and implementation of REST makes it easy to develop API structures. This research produced REST API-based back-end for the patient administration information system of skin care clinic. API was tested in three stages: JWT testing on multiple backend servers API testing with Equivalence Partitioning and system functional testing.
4,The development of technology is very fast. Nowadays technology has influenced human life. For most people handphone and computer now become a necessity. Computer can give  information as we need with internet but internet can cause a negative influence as well. In this research we build an web base application which can block a negative-influence sites using Squid Proxy. Squid is a daemon that used as a proxy server and web cache. It can work as a connection sharing filtering and caching. The web which domain block is successfully built which can create a bandwidth share and domain block web base application.
1,Insertion of secret messages with steganography is one way to hide secret messages. In this research we will compare AMELSBR and DCT methods based on web application using image as the media for hiding the secret message. The file format used are (.png) as input cover and stegoimage and  (.txt) as data inserted. The result shows that AMELSBR method better than DCT method for manipulation of  brightness contrast and cropping.
11,Administrative information system of the Program Kreativitas Mahasiswa (PKM) of Lampung University is a web-based information system developed to assist administrative process in the implementation of PKM at university level to record participants of PKM University of Lampung to disseminate information about PKM and to provide reference of PKM document of University of Lampung students. Information system administration PKM University of Lampung was developed using the programming language PHP and MySQL. The system development method used is the Rational Unified Process (RUP) method. The RUP divides one development cycle into four phases. The phases of the RUP are inception construction elaboration and transition. Each phase in the workflow process that starts from business modeling requirement analysis and design implementation testing and finally deployment. The process in the inception phase is business modeling and requirement then at elaboration stage is analysis and design and implementation. The process at the construction phase is testing then process at the transition phase is deployment. Software product testing is done by equivalence partitioning testing and alpha test version. Test results reached success rate so it can be concluded that the functions on the system running well and the system can already to use.
1,Technology makes communication better not limited by place and time. The form of communication that is often used is sending and receiving messages. This demands a strong security system. Cryptographic method is one way to secure messages by changing the form of messages so that they are difficult to understand. In addition the method of steganography is a way to hide messages into the container media. Cryptography and steganography make the security of a message better. In this study a comparison between RSA cryptography (Rivest Shamir Adleman) and cryptographic transposition columns inserted into the container media using AMELSBR (Adaptive Minimum Error Least Significant Bit Replacement) steganography with the container media in the form of images with the extension. JPG as input (cover image) and produces output .JPG (stegoimage). The conclusion obtained from this study is that the ciphertext transposition column has a faster time in the insertion process and produces a smaller stegoimage than the RSA ciphertext. But RSA ciphertext is more resistant to image cutting treatment than column ciphertext transposition. Some social media can send stegoimage perfectly if there is no compression process performed.
5,This study aims to design and build a Field-Guide Application of Butterflies Species at University of Lampung based on Android. This application is expected to be used as a means of information to determine the classification family local name morphology butterflies food and the benefits of butterflies at University of Lampung. This study uses Waterfall Method and design of Unified Modeling Language (UML) as well as using Black Box Testing to test functional and application. Data in this study consisted of primary data including name of butterfly families local names butterfly images (caterpillar butterfly) descriptions of butterfly species and secondary data including information about the application families local names butterfly images and descriptions of butterflies (sub-family genus species wingspan flying speed and food) at University of Lampung. This study uses 5 categories of families and 37 species of butterflies at University of Lampung.The result of the research shows: Equivalence Partitioning Testing result shows that the Application Butterfly of Unila is compatible with all Android OS versions with minimum requirements are 4.0 inch inch inch to 6 inch resolution and based on the classes tested it indicates that Application Butterfly of Unila works properly. The average of user friendly user ratings obtained is 4.11 included in either category. The average assessment of the interactive variables obtained is included in either category. The result of testing data based on user friendly and interactive variable indicates that the application is included in category of Good and tend to Very Good.
1,Smartphone is internet-enabled mobile that typically provides Personal Digital Assistant (PDA) functions such as calendar to-do books address books calculators and notes. Smartphone has a function that resembles a computer. In the future smartphone technology will surpass desktop computer technology especially in terms of accessing data from internet. With the rapid progress it prompts android smartphone manufactures to compete in making products with a variety of types and specifications to provide choices for consumers. Theorem Bayes is a method of classifying data while the basic concept used is a theorem used in statistics to calculate probability. White-box testing is a test case design method that uses the control structure of procedural design in obtaining test cases. In conclusion by using the concept of probability to produce a value of relative possibility depends on the value of each probabilities.
7,Script is some kind of important component of a culture Javanese instead. Javanese script then become primary script that daily used by major communities in Central Java. As the human races developed and globalization the Javanese script slowly set aside even by Javanese community themselves. This paper elaborate about conversion of a Javanese script image into Latin script. This paper use Back Propagation Neural Network classification method and GLCM (Grey Level Cooccurence Matrix) feature extraction method. Data used in this paper consist of 200 Javanese vocabularies which is every vocabulary consist of 2-3 syllables and every vocabulary has 5 different writing variation. There are two major phase in this paper data training and data testing. Training phase consist of cropping resizing feature extraction and nneural network training. Testing phase consist of data classification and validation check. This paper use Matlab software and neural network tool. The result of the research elaborated in this paper is that the highest neural network accuracy is up to 98% which is the average is and the correlation coefficient is.
5,The number of cooperatives in Indonesia became the largest in the world. However the cooperative only contributes 4% of the Gross Domestic Product. It means most of the cooperative is managed unprofessionally. Many of the cooperatives are closed by the government as there are no annual members meeting and transparency of cooperatives business process. This shows that communication and data transparency in cooperatives is very important. But the cooperatives are difficult to show data transparancy and communicate with members because there is no media or something to support the communication for develop the cooperative. This research has succeeded in developing Multi Cooperative Information System using Laravel framework. Multi Cooperative Information System can store member data collection financial transactions calculating profit sharing and facilitate communication. This system build based on Software as a Service (SaaS) system so cooperative can subscribe with small amount of fee ignoring the development and maintaining the system.  This system already pass the test by black box testing and expert judgement.
5,Sale-purchase often expect the occurrence of mutually fair transaction. Perfect Competition Market is an ideal market structure because many sellers and buyers will be determined the price based on demand and supply. Continuous Double Auction (CDA) is one method that allows the occurrence of many transactions with the result that buyers get the cheapest price and the seller get a highest price. Currently transactions can be made online by multiple platforms that promise the information spacious seller and buyer access and perfect price competition. CDA method can also be applied to the online market system. This research tries to make e-auction system and simulate that  market commodities using CDA method focusing on the indication of price change (price fluctuation) that happened. The quantity of participants who make a sale or buy will also affect the price fluctuation changes. If there are more sellers than the buyer the market increase (Bullish) and otherwise the market decrease (Bearish). The simulation which applies profit-selling strategy will increase the price higher than the random simulation.
11,Kuliah Kerja Nyata (KKN) is an University of Lampung intracurricular activity that not only involving college student but lecturer themselves as an field supervisor. Along with the advances of technology Badan Pelaksana Kuliah Kerja Nyata (BP-KKN) necessarily need developing an android based information system in order to giving practiculary easy and more efficient access towards the information. The purpose of this research is developing an KKN information system based on android for college student field supervisor coordinator lecturer and field supervisor lecturer. The system research development is using Incremental method system development method is based on the software need that divided by three stages that are: requirement analysis specification and design architecture. Those stages must finished and vitrificated first before continuing to the next stage. The research produce an KKN information system based on android that applied into smartphones. The conclusion that obtained from this research is successfully build and developed information system that hopefully helping the college student and field advisor lecturer performing an activity that based on information system in the field. This case also strengthened by the result of questionnaire that got very good respond from both college student and field supervisor lecturer.
11,KKN is an intracurricular activity that provides learning and work experience to students in community development activities. The Implementation Board of the Real Work Program (BP-KKN) of the University of Lampung made the information system an important component in the implementation of KKN. BP-KKN's success in carrying out its duties depends on the extent to which the KKN information system management has been implemented. The use of the KKN information system raises various risks that can interfere with the implementation of KKN and cause losses both non-material and material to BPKKN. BP-KKN needs to apply risk management to reduce the risks that arise so that the problems caused do not result in the use of KKN information systems being hampered. The method used is NIST which is an information system risk management framework with three stages namely risk assessment risk mitigation and risk evaluation. KKN has 9 risks that can interfere with the sustainability of the information system. The final result of the KKN information system risk management is in the form of recommendations given to reduce the risk that will occur in the information system.
1,The development of technology and the internet allows everyone to exchange data and information. Problems arise when the information is confidential especially for a company institution and also individuals who have important documents and data. Therefore the security of the data is a must. In this case cryptography plays a role of encrypting secret messages into the form of unreadable messages and steganography that hides the irregular messages into the image media resulting in double security in the delivery of secret messages. In this research we develop a hybrid system using Vigenere and AMELSBR with cover media in the form of (.jpg) format as input (cover) file type (.png) as output (stegoimage) and data be inserted as a file with text format. The conclusion of this research is that the hybrid system can be used to encrypt the secret message and hide it into the cover media to make it more secure in data transmission. Therefore the use of AMELSBR method is good used in steganography. Stegoimage can withstand the process of manipulating the brightness and contrast with the image record must have the dominant black color value (rgb) or white (rgb) and not many color variants in other words the image can restore the file without experiencing excessive reduction of meaning after the manipulation of brightness and contrast is an image with binary image quality and grayscale image.
5,A numerous multiple transaction will create difficulties in managing and obtaining information for cooperative. Lack of resource and which is expensive make cooperative difficult to build by themself. Thats why many cooperatives do not use software in managing finances. Accounting information system using SaaS (Software as a Service) model can be a solution of the problem. with the SaaS model users do not need to buy the app but by just subscribing with the application directly can use the application. This paper describe how to develop accouting information system. Accounting information system already has accounting features according the accounting rules so that it will be easier to use and  can fasilitate the cooperative in making financial statements.
11,Library integrated service unit of Unila provides academic services for students through the website. The quality of the website has never been evaluated based on student perceptions. This research discusses the quality measurement of library integrated service unit of Unila's website using webqual 4.0 method. The purpose of this research is to determine the variable webqual 4.0 that affect student satisfaction. Data analysis method used is Structural Equation Modeling (SEM) with Partial Least Square (PLS) approach. The results of this research are the factors that most influence student satisfaction are information quality and usability.
7,Paper or essay is one of graduations requirements for the students of Department of Computer Science Faculty of Mathematics and Natural Science Universitas Lampung. Papers are including Thesis (for Bachelor Degree) Final Assignment or Final Project (for Vocational Degree) and Internship Essay (for all students). In the Academic Rules of Universitas Lampung each college student who will make a paper must be guided by a group of lectures for each type of paper that will be made. Annually the Department of Computer Science Universitas Lampung accepts at least 250 students for Bachelor Degree and Vocational Degree while active lecturers teach only 20 people. This matter causes an imbalance in ratio of the number of the lectures with the number of students in  Computer Science Department of Universitas Lampung and the process of assigning the lecturers as preceptor is also not easy. Therefore to make the process of assigning lecturers for students easier it is necessary to built a Decision Support System (DSS) using SAW or Simple Additive Weighting Method.
5,This research developed utility for present list printing on Sistem Matahari which is integrated with Lampung University's Sistem Informasi Akademik (SIAKAD). Development is done by carrying out an analysis the curent present list. The utility's development system aims to support user to print the present list for each course in accordance with completeness and better structure. The development used file function with pdf cpdf.dll library extension in PHP programing language and Oracle database. This new utility sistem for present list printing on Sistem Matahari has been applied to the Sistem Informasi Akademik (SIAKAD) University of Lampung.
5,SMT's secretariat is one of the PT. PLN (Persero) Power Generation Sector of Tarahan which is responsible for document control process. The documents control form start from submission until distribution are still in manual process for example the distributed documents still in the hardcopy. This research creates  the Integrated Management Information System or SIMANTEP Online which is an integrated information system that gave online service of documents management at PT. PLN (Persero) Power Generation Sector of Tarahan Lampung. The information system is made using Extreme Programming (XP) one of Agile Development Methods. The result of this research is an online information system which is not only accessible in Tarahan PLTU's office area but also can be accessed by the internet. The SIMANTEP Online also provides convenience for the user in terms of documents management and control start from  the submission validation and distribution of documents with online service.
